age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
30-34,Male,India,Masters degree,Business Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"15,000-19,999",basic,< 1 years
30-34,Male,Japan,Masters degree,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","4,000-4,999",advance,1-2 years
35-39,Male,Mexico,Doctoral degree,Research Scientist,50-249 employees,No (we do not use ML methods),"20,000-24,999",advance,1-2 years
25-29,Male,India,Masters degree,Research Scientist,"1000-9,999 employees",No (we do not use ML methods),"15,000-19,999",basic,< 1 years
30-34,Male,India,Masters degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",basic,I have never written code
18-21,Male,India,Bachelors degree,Student,,,,advance,< 1 years
30-34,Male,Peru,Masters degree,Business Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"15,000-19,999",advance,I have never written code
35-39,Female,China,Doctoral degree,Research Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,intermediate,10-20 years
35-39,Male,India,Masters degree,Software Engineer,50-249 employees,No (we do not use ML methods),"10,000-14,999",basic,I have never written code
25-29,Male,China,Bachelors degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"2,000-2,999",advance,3-5 years
22-24,Male,India,Bachelors degree,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"2,000-2,999",advance,I have never written code
40-44,Male,Australia,Bachelors degree,Software Engineer,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,20+ years
35-39,Male,Brazil,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"30,000-39,999",advance,< 1 years
22-24,Male,China,Masters degree,Student,,,,advance,3-5 years
35-39,Male,Brazil,Doctoral degree,Research Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",intermediate,1-2 years
50-54,Male,Other,Professional Course,Data Analyst,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","4,000-4,999",advance,1-2 years
18-21,Male,India,Bachelors degree,Student,,,,advance,1-2 years
40-44,Male,Chile,Bachelors degree,Software Engineer,250-999 employees,I do not know,"40,000-49,999",advance,10-20 years
25-29,Male,Brazil,Bachelors degree,Software Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",advance,< 1 years
50-54,Male,United States of America,Doctoral degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,5-10 years
18-21,Male,India,Bachelors degree,Student,,,,advance,< 1 years
25-29,Male,Brazil,Professional Course,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"7,500-9,999",intermediate,1-2 years
22-24,Male,Brazil,Masters degree,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",advance,3-5 years
22-24,Male,India,Bachelors degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"4,000-4,999",basic,3-5 years
50-54,Male,United States of America,Professional Course,Other,50-249 employees,No (we do not use ML methods),"70,000-79,999",advance,3-5 years
22-24,Male,Ukraine,Masters degree,Data Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999",advance,3-5 years
35-39,Male,United States of America,Masters degree,Product/Project Manager,50-249 employees,No (we do not use ML methods),"70,000-79,999",basic,1-2 years
35-39,Male,United States of America,Masters degree,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,3-5 years
18-21,Female,China,Masters degree,Student,,,,basic,< 1 years
45-49,Male,Belarus,Doctoral degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"2,000-2,999",advance,1-2 years
25-29,Female,China,Bachelors degree,Data Analyst,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","4,000-4,999",advance,3-5 years
35-39,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,10-20 years
45-49,Male,Singapore,Doctoral degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"70,000-79,999",advance,< 1 years
35-39,Male,United States of America,Masters degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"150,000-199,999",advance,5-10 years
50-54,Male,United States of America,Doctoral degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,20+ years
25-29,Male,Colombia,Bachelors degree,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"25,000-29,999",intermediate,3-5 years
18-21,Male,India,Masters degree,Student,,,,basic,1-2 years
30-34,Male,Chile,Masters degree,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,3-5 years
25-29,Female,Japan,Bachelors degree,Student,,,,basic,< 1 years
35-39,Male,Australia,Masters degree,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,10-20 years
55-59,Male,Canada,Bachelors degree,Other,"> 10,000 employees",I do not know,"60,000-69,999",intermediate,1-2 years
40-44,Female,Chile,Bachelors degree,Other,0-49 employees,No (we do not use ML methods),"2,000-2,999",basic,< 1 years
25-29,Male,India,Bachelors degree,Data Analyst,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"5,000-7,499",basic,1-2 years
40-44,Male,Australia,Bachelors degree,Business Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",intermediate,1-2 years
45-49,Male,United States of America,Masters degree,Research Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999",advance,20+ years
18-21,Male,India,Bachelors degree,Student,,,,intermediate,< 1 years
45-49,Male,United States of America,Doctoral degree,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,10-20 years
18-21,Male,India,Bachelors degree,Student,,,,basic,I have never written code
18-21,Male,India,Bachelors degree,Student,,,,advance,< 1 years
40-44,Male,United States of America,Masters degree,Other,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999",intermediate,1-2 years
22-24,Male,China,Masters degree,Business Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),$0-999,basic,< 1 years
25-29,Male,India,Masters degree,Student,,,,intermediate,< 1 years
25-29,Male,United States of America,Masters degree,Software Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"100,000-124,999",advance,3-5 years
30-34,Female,United States of America,Doctoral degree,Student,,,,advance,5-10 years
50-54,Male,Mexico,Professional Course,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,3-5 years
35-39,Male,United States of America,Doctoral degree,Research Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999",advance,5-10 years
25-29,Male,Pakistan,Bachelors degree,Other,"> 10,000 employees",I do not know,"4,000-4,999",advance,< 1 years
22-24,Female,India,Doctoral degree,Student,,,,advance,< 1 years
30-34,Male,United States of America,Doctoral degree,Research Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999",advance,10-20 years
30-34,Male,Japan,Professional Course,Data Scientist,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",advance,3-5 years
30-34,Male,China,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999",advance,5-10 years
22-24,Male,Brazil,Bachelors degree,Software Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"1,000-1,999",advance,< 1 years
30-34,Male,Brazil,Masters degree,Research Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499",advance,1-2 years
22-24,Male,Malaysia,Bachelors degree,Other,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"7,500-9,999",intermediate,< 1 years
30-34,Male,India,Masters degree,Data Engineer,"> 10,000 employees",I do not know,"15,000-19,999",advance,10-20 years
35-39,Other,United States of America,Professional Course,Product/Project Manager,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",basic,< 1 years
25-29,Male,Brazil,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,5-10 years
